SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,ExterQual,TotalBsmtSF,1stFlrSF,KitchenQual,BsmtQual
143000,5,1050,1.0,336.0,0.0,1043.0,1050,0.0,4.0
76500,4,864,2.0,576.0,0.0,864.0,864,0.0,0.0
120500,4,864,2.0,660.0,0.0,864.0,864,4.0,0.0
124500,4,864,2.0,463.0,0.0,864.0,864,0.0,0.0
97000,4,864,2.0,576.0,0.0,864.0,864,0.0,0.0
130000,4,864,2.0,576.0,0.0,864.0,864,0.0,0.0
111000,6,987,1.0,264.0,0.0,483.0,483,0.0,0.0
125000,5,1365,2.0,440.0,0.0,765.0,765,0.0,0.0
112000,5,1302,1.0,280.0,0.0,630.0,630,0.0,0.0
97000,6,987,1.0,288.0,0.0,483.0,483,0.0,0.0
118000,6,987,1.0,264.0,0.0,483.0,483,4.0,0.0
119500,5,1302,1.0,264.0,0.0,630.0,630,0.0,0.0
143750,6,958,2.0,440.0,0.0,958.0,958,0.0,4.0
146000,6,1548,2.0,440.0,0.0,804.0,804,0.0,4.0
148500,6,1456,2.0,440.0,0.0,855.0,855,0.0,4.0
123000,7,1055,2.0,440.0,0.0,1057.0,1055,0.0,4.0
147000,6,1322,2.0,440.0,0.0,855.0,855,0.0,0.0
137900,6,1456,2.0,440.0,0.0,855.0,855,0.0,4.0
147000,6,1548,2.0,440.0,0.0,804.0,804,0.0,4.0
148500,6,1441,2.0,440.0,0.0,855.0,855,0.0,0.0
138000,6,1456,2.0,440.0,4.0,855.0,855,0.0,4.0
128500,7,836,1.0,345.0,0.0,836.0,836,0.0,0.0
100000,5,892,1.0,288.0,0.0,892.0,892,0.0,0.0
148800,5,1120,2.0,656.0,4.0,864.0,1120,0.0,0.0
337500,10,1718,3.0,786.0,5.0,1700.0,1718,5.0,5.0
462000,9,2772,3.0,754.0,5.0,1776.0,1794,5.0,5.0
485000,9,3140,3.0,820.0,5.0,1926.0,1966,5.0,5.0
555000,10,2402,3.0,672.0,5.0,3094.0,2402,5.0,5.0
325000,9,1652,2.0,840.0,4.0,1652.0,1652,5.0,5.0
256300,8,1600,3.0,890.0,4.0,1566.0,1600,4.0,4.0
253293,8,2042,3.0,1390.0,5.0,2042.0,2042,5.0,5.0
398800,9,2690,3.0,864.0,4.0,1365.0,1365,5.0,5.0
335000,9,2184,3.0,836.0,5.0,1104.0,1130,5.0,5.0
404000,9,2020,3.0,896.0,5.0,2020.0,2020,5.0,5.0
402861,10,2020,3.0,900.0,5.0,2006.0,2020,5.0,5.0
451950,10,2296,3.0,842.0,5.0,1722.0,1728,5.0,5.0
610000,10,2674,3.0,762.0,5.0,2630.0,2674,5.0,5.0
582933,9,2822,3.0,1020.0,5.0,1734.0,1734,5.0,5.0
360000,9,1736,3.0,834.0,5.0,1736.0,1736,5.0,5.0
296000,8,1782,3.0,932.0,4.0,1782.0,1782,4.0,5.0
409900,8,2520,3.0,640.0,4.0,1508.0,1508,5.0,5.0
255500,8,1717,3.0,908.0,4.0,1709.0,1717,4.0,5.0
335000,9,1743,3.0,927.0,5.0,1739.0,1743,5.0,5.0
274900,8,1713,3.0,856.0,4.0,1713.0,1713,5.0,5.0
300000,9,1531,3.0,700.0,4.0,1504.0,1531,5.0,5.0
324000,9,1808,3.0,850.0,5.0,1774.0,1808,5.0,5.0
350000,9,2224,3.0,738.0,4.0,1462.0,1462,5.0,5.0
280000,8,1836,3.0,862.0,4.0,1836.0,1836,4.0,5.0
284000,8,1629,3.0,880.0,4.0,3206.0,1629,4.0,4.0
269500,7,1760,2.0,583.0,4.0,1760.0,1760,4.0,4.0
233170,7,1502,2.0,644.0,4.0,1502.0,1502,4.0,4.0
386250,10,2392,3.0,968.0,5.0,2392.0,2392,5.0,5.0
445000,9,2452,3.0,886.0,4.0,2452.0,2452,5.0,5.0
290000,8,2400,3.0,730.0,4.0,1082.0,1105,4.0,4.0
255900,8,1606,3.0,871.0,4.0,1598.0,1606,4.0,4.0
213000,6,1358,2.0,484.0,4.0,1358.0,1358,4.0,4.0
196000,6,1306,2.0,624.0,4.0,1306.0,1306,4.0,4.0
184500,6,1306,2.0,624.0,4.0,1306.0,1306,4.0,4.0
212500,7,1358,2.0,484.0,4.0,1350.0,1358,4.0,4.0
230000,7,1314,2.0,626.0,4.0,1314.0,1314,4.0,4.0
552000,10,2492,3.0,949.0,5.0,2492.0,2492,5.0,5.0
382500,8,2200,3.0,685.0,4.0,2200.0,2200,5.0,5.0
320000,9,1884,2.0,649.0,5.0,1884.0,1884,5.0,5.0
248500,9,1456,2.0,539.0,5.0,1451.0,1456,5.0,5.0
286500,8,1712,3.0,701.0,4.0,1712.0,1712,4.0,5.0
254000,8,1324,2.0,550.0,4.0,1324.0,1324,4.0,4.0
173000,7,1405,2.0,478.0,4.0,1405.0,1405,4.0,4.0
173000,7,1626,2.0,474.0,4.0,764.0,764,4.0,4.0
184000,7,1456,2.0,390.0,4.0,728.0,728,4.0,4.0
167800,6,1490,2.0,392.0,4.0,745.0,745,4.0,4.0
174000,6,1484,2.0,390.0,4.0,742.0,742,4.0,4.0
174000,6,1560,2.0,400.0,4.0,684.0,684,4.0,4.0
174000,7,1555,3.0,660.0,4.0,1373.0,1555,4.0,4.0
175900,7,1569,3.0,660.0,4.0,1386.0,1569,4.0,4.0
192500,7,1555,2.0,430.0,4.0,1373.0,1555,4.0,4.0
181000,7,1504,2.0,457.0,4.0,1346.0,1504,4.0,4.0
180000,7,1220,2.0,397.0,4.0,1220.0,1220,4.0,4.0
160200,7,1145,2.0,397.0,4.0,1145.0,1145,4.0,4.0
188500,7,1432,2.0,432.0,4.0,716.0,716,4.0,4.0
200000,6,2267,2.0,390.0,4.0,1010.0,1010,4.0,4.0
170000,7,1374,2.0,400.0,4.0,384.0,744,4.0,4.0
189500,7,1630,2.0,436.0,4.0,868.0,868,4.0,4.0
184100,8,1419,2.0,527.0,4.0,408.0,779,4.0,4.0
195500,7,1594,2.0,434.0,4.0,846.0,846,4.0,4.0
192000,7,1489,2.0,400.0,4.0,782.0,806,4.0,4.0
178000,7,1342,2.0,393.0,4.0,698.0,698,4.0,4.0
207500,7,1314,2.0,626.0,4.0,1314.0,1314,4.0,4.0
236000,7,2256,2.0,554.0,4.0,952.0,980,4.0,4.0
257500,8,2004,3.0,644.0,4.0,870.0,878,4.0,5.0
244000,6,2054,2.0,390.0,4.0,992.0,1022,4.0,4.0
167000,7,1374,2.0,400.0,4.0,384.0,744,4.0,4.0
179000,6,1800,2.0,463.0,0.0,982.0,1007,0.0,4.0
190000,6,1514,2.0,394.0,0.0,794.0,819,0.0,4.0
156000,7,1430,2.0,400.0,0.0,384.0,774,0.0,4.0
245000,7,2312,3.0,658.0,4.0,1177.0,1223,4.0,4.0
181000,6,1675,2.0,502.0,0.0,841.0,892,0.0,4.0
214000,7,2060,2.0,390.0,4.0,992.0,1022,4.0,4.0
168000,7,1430,2.0,410.0,0.0,384.0,774,0.0,0.0
337000,8,2365,3.0,856.0,4.0,1252.0,1268,4.0,4.0
403000,8,2794,3.0,810.0,4.0,1462.0,1490,5.0,4.0
327000,8,2687,3.0,810.0,4.0,1455.0,1466,4.0,4.0
340000,8,2450,3.0,1069.0,4.0,1284.0,1310,4.0,4.0
336000,8,2612,3.0,676.0,4.0,1225.0,1276,4.0,4.0
265000,7,2344,3.0,889.0,4.0,1264.0,1277,4.0,4.0
315000,8,2063,3.0,815.0,4.0,2024.0,2063,4.0,4.0
260000,7,2646,3.0,656.0,4.0,1347.0,1372,4.0,4.0
260000,7,2061,2.0,647.0,4.0,1070.0,1094,4.0,4.0
263550,8,2232,2.0,623.0,4.0,1173.0,1215,4.0,4.0
402000,8,2448,3.0,711.0,4.0,1629.0,1686,4.0,4.0
248000,7,1850,2.0,467.0,4.0,973.0,979,4.0,4.0
244600,8,1468,3.0,898.0,4.0,1468.0,1468,4.0,4.0
275000,8,1696,3.0,972.0,4.0,1696.0,1696,4.0,4.0
257500,8,1658,3.0,726.0,4.0,1614.0,1658,4.0,4.0
287090,8,1578,3.0,840.0,4.0,1573.0,1578,5.0,4.0
275500,8,1702,3.0,844.0,4.0,1702.0,1702,4.0,4.0
245000,8,1432,2.0,492.0,4.0,1422.0,1432,4.0,5.0
253000,7,1971,2.0,689.0,4.0,1113.0,1113,4.0,4.0
468000,9,2490,3.0,795.0,5.0,2458.0,2490,5.0,5.0
252678,7,1852,2.0,644.0,0.0,900.0,932,4.0,4.0
210000,8,1590,2.0,676.0,4.0,768.0,786,4.0,4.0
208300,6,1218,2.0,676.0,4.0,1218.0,1218,4.0,4.0
225000,7,1436,2.0,529.0,4.0,1436.0,1436,4.0,5.0
229456,8,1314,2.0,552.0,4.0,1300.0,1314,4.0,4.0
229800,7,1402,2.0,625.0,4.0,1402.0,1402,4.0,4.0
250000,9,1530,3.0,984.0,4.0,1530.0,1530,4.0,4.0
370878,9,1766,3.0,478.0,5.0,1766.0,1766,5.0,5.0
238500,8,1448,2.0,692.0,4.0,1372.0,1448,4.0,4.0
310000,10,2007,3.0,812.0,5.0,1017.0,1026,5.0,5.0
270000,8,1795,3.0,782.0,4.0,900.0,909,4.0,5.0
252000,8,1953,3.0,1043.0,4.0,1082.0,1082,4.0,4.0
241000,7,1550,2.0,438.0,4.0,1092.0,1112,4.0,4.0
264500,8,1836,2.0,517.0,4.0,1836.0,1836,4.0,4.0
291000,7,1662,3.0,711.0,4.0,1652.0,1662,5.0,4.0
263000,7,2094,2.0,615.0,4.0,912.0,912,4.0,4.0
185000,7,1221,2.0,400.0,4.0,1221.0,1221,4.0,4.0
234500,7,1553,2.0,588.0,4.0,1553.0,1553,4.0,4.0
209000,7,1653,2.0,628.0,4.0,812.0,812,4.0,4.0
159000,7,1218,2.0,576.0,4.0,1218.0,1218,4.0,4.0
152000,7,1141,2.0,484.0,4.0,1141.0,1141,4.0,4.0
143500,6,1158,0.0,0.0,0.0,1158.0,1158,4.0,4.0
193000,7,1812,2.0,478.0,4.0,835.0,871,4.0,4.0
203000,8,1512,3.0,845.0,4.0,1512.0,1512,4.0,4.0
184900,7,1200,2.0,555.0,4.0,1176.0,1200,4.0,4.0
159000,7,1114,2.0,576.0,4.0,1114.0,1114,4.0,4.0
142000,5,1114,0.0,0.0,0.0,1114.0,1114,4.0,4.0
153000,5,1114,2.0,576.0,0.0,1114.0,1114,4.0,4.0
224243,7,1450,3.0,788.0,4.0,1450.0,1450,4.0,4.0
220000,7,2122,2.0,559.0,4.0,913.0,913,4.0,4.0
257000,8,1844,2.0,620.0,4.0,1844.0,1844,4.0,4.0
189000,7,1434,2.0,527.0,4.0,1454.0,1434,4.0,4.0
171500,6,1730,2.0,528.0,4.0,816.0,833,4.0,4.0
120000,6,1217,1.0,288.0,0.0,626.0,626,0.0,4.0
145000,6,1332,2.0,542.0,4.0,1332.0,1332,4.0,4.0
184000,7,1540,2.0,495.0,4.0,754.0,754,4.0,4.0
162000,6,1400,2.0,465.0,0.0,676.0,698,0.0,4.0
160000,6,1882,2.0,612.0,0.0,0.0,964,0.0,0.0
82000,4,841,1.0,294.0,2.0,721.0,841,0.0,0.0
76000,6,784,2.0,360.0,0.0,784.0,784,0.0,2.0
110000,5,980,2.0,400.0,0.0,980.0,980,0.0,0.0
135000,5,980,2.0,484.0,0.0,980.0,980,0.0,0.0
141000,5,864,2.0,732.0,0.0,864.0,864,0.0,0.0
122000,5,864,1.0,440.0,0.0,864.0,864,0.0,0.0
124100,5,1020,1.0,288.0,0.0,1024.0,1020,0.0,0.0
129000,5,912,1.0,300.0,4.0,912.0,912,4.0,0.0
131400,5,1144,1.0,264.0,0.0,864.0,1144,0.0,0.0
62383,5,864,1.0,360.0,0.0,864.0,864,0.0,0.0
123000,5,912,1.0,252.0,0.0,912.0,912,0.0,0.0
275000,8,2014,3.0,864.0,4.0,2014.0,2014,4.0,4.0
235000,7,1755,2.0,524.0,4.0,975.0,975,4.0,4.0
280750,7,3005,3.0,704.0,4.0,1376.0,1376,4.0,4.0
164500,6,1224,2.0,528.0,4.0,612.0,612,4.0,4.0
173733,6,1224,2.0,528.0,4.0,612.0,612,4.0,4.0
222000,6,1726,2.0,561.0,4.0,1726.0,1726,4.0,4.0
195000,6,1256,2.0,641.0,4.0,1145.0,1256,4.0,4.0
172500,6,1471,2.0,440.0,0.0,729.0,742,0.0,4.0
180000,6,1512,2.0,440.0,4.0,756.0,756,4.0,4.0
156000,7,1452,2.0,506.0,4.0,691.0,713,4.0,4.0
172500,8,1739,2.0,480.0,4.0,970.0,983,4.0,4.0
318750,8,1694,2.0,642.0,5.0,1694.0,1694,5.0,4.0
211500,8,1226,2.0,484.0,4.0,1226.0,1226,4.0,4.0
241600,7,1740,2.0,540.0,4.0,1740.0,1740,4.0,4.0
180500,8,2499,2.0,527.0,4.0,392.0,1487,0.0,0.0
150000,4,1620,2.0,490.0,0.0,1281.0,1620,0.0,0.0
154000,6,1556,2.0,441.0,0.0,727.0,829,0.0,0.0
185000,6,1442,2.0,615.0,0.0,1442.0,1442,0.0,0.0
185750,6,1489,2.0,462.0,0.0,1489.0,1489,4.0,0.0
200000,7,2090,2.0,484.0,0.0,1107.0,1107,0.0,4.0
206000,7,2067,2.0,784.0,0.0,752.0,1285,4.0,0.0
162000,6,1395,2.0,497.0,0.0,723.0,735,0.0,0.0
256900,6,2640,2.0,515.0,0.0,932.0,1271,4.0,0.0
197900,6,1724,2.0,480.0,0.0,1680.0,1724,0.0,4.0
163000,5,1336,2.0,502.0,0.0,1288.0,1336,0.0,4.0
113000,6,1216,1.0,336.0,0.0,1216.0,1216,0.0,0.0
230000,7,2288,2.0,520.0,0.0,908.0,1316,4.0,4.0
167900,6,1334,2.0,630.0,0.0,1350.0,1334,0.0,4.0
213250,7,1680,2.0,583.0,4.0,1650.0,1680,4.0,5.0
227000,8,1665,2.0,528.0,4.0,810.0,810,4.0,4.0
130000,5,864,1.0,312.0,0.0,864.0,864,0.0,0.0
143000,5,1568,2.0,440.0,0.0,1568.0,1568,0.0,0.0
117500,5,925,1.0,429.0,0.0,925.0,925,0.0,0.0
168500,7,2061,2.0,498.0,0.0,1165.0,1165,0.0,0.0
172500,6,1320,2.0,495.0,0.0,1232.0,1320,0.0,4.0
161500,6,1342,2.0,457.0,0.0,1372.0,1342,0.0,0.0
141500,4,894,2.0,396.0,0.0,894.0,894,0.0,0.0
118000,5,864,1.0,308.0,0.0,864.0,864,0.0,0.0
127500,6,864,1.0,300.0,0.0,864.0,864,0.0,0.0
140000,4,1362,3.0,768.0,0.0,1040.0,1362,0.0,0.0
177625,5,1728,2.0,576.0,0.0,1048.0,1728,0.0,0.0
110000,5,1776,3.0,888.0,0.0,1584.0,1776,0.0,0.0
167000,6,1516,2.0,472.0,0.0,1516.0,1516,0.0,0.0
153000,5,1313,2.0,610.0,0.0,1313.0,1313,4.0,0.0
145100,5,1292,2.0,520.0,0.0,1292.0,1292,0.0,0.0
154000,5,1154,2.0,480.0,0.0,1154.0,1154,0.0,0.0
177500,5,2140,2.0,549.0,0.0,744.0,825,0.0,0.0
158000,6,1445,2.0,645.0,0.0,1127.0,1445,0.0,0.0
124500,5,1041,1.0,270.0,0.0,1041.0,1041,0.0,0.0
174500,6,1576,2.0,368.0,0.0,1208.0,1576,4.0,0.0
122000,5,960,1.0,330.0,0.0,960.0,960,0.0,0.0
82500,4,708,0.0,0.0,2.0,420.0,708,2.0,0.0
110000,5,1203,1.0,352.0,0.0,709.0,979,4.0,0.0
149500,6,1505,2.0,505.0,0.0,1505.0,1505,0.0,0.0
175000,6,1691,2.0,550.0,4.0,1680.0,1691,0.0,0.0
167000,6,1644,2.0,418.0,0.0,1416.0,1644,0.0,0.0
128900,5,1050,1.0,338.0,0.0,1050.0,1050,0.0,0.0
140000,6,1668,1.0,271.0,0.0,856.0,1112,0.0,0.0
147000,5,1113,1.0,264.0,4.0,1113.0,1113,4.0,0.0
124000,5,1584,3.0,792.0,0.0,1584.0,1584,0.0,0.0
187500,6,1453,2.0,530.0,0.0,1453.0,1453,0.0,0.0
159000,6,1394,2.0,514.0,0.0,1394.0,1394,0.0,4.0
256000,6,1567,2.0,542.0,0.0,1562.0,1567,4.0,0.0
205000,7,1986,2.0,486.0,0.0,768.0,1186,0.0,0.0
193500,6,2142,1.0,509.0,0.0,896.0,1182,4.0,4.0
110000,6,1392,2.0,576.0,0.0,1392.0,1392,0.0,2.0
104900,4,1738,1.0,368.0,0.0,715.0,1281,0.0,0.0
150000,5,1144,1.0,286.0,4.0,1169.0,1144,0.0,0.0
156500,6,1478,2.0,442.0,0.0,1478.0,1478,0.0,0.0
176000,7,1329,2.0,441.0,0.0,1329.0,1329,0.0,0.0
149500,6,988,1.0,297.0,4.0,988.0,988,4.0,0.0
139000,6,1632,1.0,338.0,0.0,1240.0,1632,0.0,0.0
155000,6,1215,1.0,297.0,0.0,1215.0,1215,0.0,0.0
120000,5,1202,1.0,304.0,0.0,1202.0,1202,0.0,0.0
153000,5,1382,1.0,350.0,0.0,1382.0,1382,4.0,0.0
144000,4,1200,1.0,294.0,0.0,1200.0,1200,0.0,0.0
176000,6,1382,2.0,884.0,0.0,1362.0,1382,0.0,0.0
153000,5,1297,2.0,498.0,0.0,1297.0,1297,0.0,0.0
135000,5,1866,2.0,495.0,0.0,1866.0,1866,0.0,0.0
131000,6,1062,1.0,297.0,0.0,1062.0,1062,0.0,0.0
123000,5,1319,1.0,270.0,0.0,608.0,1319,0.0,0.0
126000,5,1112,2.0,480.0,0.0,631.0,1112,0.0,0.0
115000,4,1005,2.0,672.0,0.0,1005.0,1005,2.0,0.0
164900,5,1363,1.0,288.0,4.0,1008.0,1363,0.0,0.0
113000,5,793,1.0,240.0,0.0,793.0,793,2.0,0.0
145500,5,1031,1.0,230.0,4.0,1031.0,1031,4.0,0.0
102900,5,1210,1.0,616.0,0.0,0.0,1210,0.0,0.0
95000,3,1699,2.0,420.0,0.0,978.0,1014,0.0,2.0
152500,7,1527,2.0,410.0,0.0,699.0,801,0.0,0.0
129900,5,1200,1.0,246.0,0.0,1200.0,1200,0.0,0.0
132000,6,972,1.0,240.0,0.0,972.0,972,0.0,0.0
99900,3,792,1.0,366.0,0.0,792.0,792,0.0,0.0
135000,5,1656,1.0,180.0,0.0,660.0,808,0.0,2.0
149000,5,1352,2.0,720.0,0.0,676.0,676,4.0,0.0
114000,4,1039,1.0,281.0,4.0,405.0,717,0.0,2.0
109500,5,792,1.0,240.0,4.0,768.0,792,4.0,0.0
125000,5,1078,1.0,264.0,0.0,1054.0,1078,5.0,0.0
142900,4,2377,2.0,528.0,0.0,1313.0,1313,4.0,0.0
156500,7,1690,2.0,624.0,4.0,560.0,930,4.0,0.0
59000,2,599,0.0,0.0,2.0,416.0,599,4.0,2.0
105000,4,1374,1.0,338.0,2.0,840.0,840,0.0,0.0
106000,5,846,2.0,576.0,0.0,720.0,846,4.0,0.0
78500,3,725,1.0,320.0,0.0,630.0,725,0.0,0.0
190000,6,2544,3.0,907.0,0.0,1248.0,1248,0.0,0.0
154000,6,1380,1.0,364.0,0.0,1380.0,1380,0.0,0.0
163000,6,1040,2.0,480.0,2.0,1040.0,1040,0.0,0.0
200000,5,2634,4.0,968.0,0.0,1248.0,1338,0.0,0.0
143500,6,951,2.0,480.0,4.0,951.0,951,4.0,0.0
135000,6,1105,1.0,308.0,0.0,1105.0,1105,0.0,0.0
153000,5,1306,1.0,756.0,0.0,992.0,1306,0.0,0.0
157500,6,1478,2.0,498.0,0.0,1478.0,1478,0.0,0.0
113500,6,1142,1.0,384.0,0.0,160.0,1142,0.0,4.0
133000,5,1268,1.0,288.0,4.0,832.0,1036,0.0,0.0
92900,3,1040,2.0,400.0,0.0,0.0,1040,0.0,0.0
128500,6,1133,2.0,900.0,0.0,795.0,765,0.0,0.0
90000,4,1040,2.0,420.0,0.0,0.0,1040,0.0,0.0
138000,5,1904,1.0,240.0,0.0,1208.0,1136,0.0,0.0
128000,5,1041,1.0,294.0,0.0,1041.0,1041,0.0,0.0
139000,5,1339,1.0,294.0,0.0,1029.0,1339,0.0,0.0
118900,5,732,1.0,240.0,0.0,732.0,732,0.0,0.0
138000,5,1183,1.0,288.0,0.0,528.0,1183,0.0,4.0
132500,5,1148,1.0,672.0,0.0,1148.0,1148,0.0,0.0
133500,4,1461,1.0,384.0,0.0,832.0,832,0.0,0.0
135000,6,1495,2.0,576.0,0.0,864.0,1064,0.0,0.0
144750,6,1806,2.0,483.0,0.0,780.0,993,0.0,0.0
145000,5,941,2.0,564.0,0.0,941.0,941,4.0,4.0
127000,6,1045,1.0,264.0,0.0,1045.0,1045,0.0,0.0
109500,5,894,1.0,308.0,0.0,894.0,894,0.0,0.0
115000,6,1224,1.0,210.0,0.0,818.0,818,0.0,0.0
110000,5,1230,2.0,440.0,0.0,440.0,682,0.0,0.0
128900,6,1378,1.0,162.0,0.0,901.0,861,4.0,0.0
103500,6,1944,2.0,324.0,0.0,972.0,972,0.0,0.0
66500,5,1131,1.0,200.0,0.0,676.0,676,0.0,0.0
130000,5,1306,2.0,472.0,0.0,240.0,810,4.0,0.0
129000,5,1464,0.0,0.0,4.0,504.0,764,0.0,0.0
150000,5,1558,2.0,400.0,0.0,690.0,868,0.0,0.0
107500,5,2372,1.0,432.0,0.0,994.0,1378,0.0,0.0
94550,4,1701,0.0,0.0,2.0,600.0,1101,2.0,2.0
124500,5,1960,2.0,400.0,0.0,960.0,960,0.0,0.0
135000,7,1389,1.0,240.0,0.0,651.0,707,0.0,0.0
103000,5,1447,0.0,0.0,0.0,801.0,801,0.0,2.0
93000,4,936,2.0,576.0,2.0,936.0,936,0.0,2.0
129500,5,1328,1.0,308.0,0.0,768.0,768,0.0,0.0
93000,5,1387,1.0,256.0,0.0,811.0,811,4.0,0.0
80000,4,861,2.0,288.0,0.0,861.0,861,0.0,2.0
45000,2,612,1.0,308.0,0.0,0.0,612,0.0,0.0
37900,3,968,0.0,0.0,0.0,600.0,600,0.0,0.0
91300,5,886,1.0,273.0,0.0,190.0,886,0.0,2.0
99500,5,792,1.0,287.0,4.0,624.0,792,0.0,2.0
113000,4,1452,0.0,0.0,0.0,736.0,736,0.0,0.0
87500,4,1510,2.0,720.0,4.0,677.0,833,4.0,2.0
110000,5,1284,1.0,240.0,0.0,720.0,720,0.0,0.0
106000,5,2138,2.0,360.0,0.0,849.0,1075,0.0,0.0
265979,7,2640,4.0,864.0,4.0,1240.0,1320,4.0,0.0
160000,6,2007,1.0,357.0,0.0,917.0,1090,5.0,2.0
119000,6,1288,1.0,280.0,0.0,624.0,664,5.0,0.0
168000,8,1742,2.0,424.0,4.0,916.0,916,4.0,0.0
58500,4,816,0.0,0.0,0.0,624.0,816,0.0,0.0
143000,7,1482,2.0,324.0,0.0,650.0,832,0.0,0.0
85000,5,1022,1.0,280.0,0.0,1022.0,1022,0.0,0.0
124900,5,1869,2.0,456.0,0.0,1088.0,1188,0.0,0.0
119000,6,1480,1.0,207.0,2.0,972.0,1044,0.0,0.0
146500,6,1521,3.0,640.0,0.0,741.0,780,4.0,0.0
34900,4,720,0.0,0.0,0.0,720.0,720,0.0,0.0
44000,3,797,0.0,0.0,0.0,245.0,797,0.0,2.0
223500,5,1576,2.0,528.0,0.0,1324.0,1072,4.0,0.0
149000,6,1432,1.0,216.0,0.0,1022.0,1432,4.0,0.0
205000,7,1548,2.0,672.0,4.0,952.0,952,5.0,0.0
137000,5,1654,1.0,336.0,0.0,297.0,1001,0.0,0.0
121000,6,952,1.0,192.0,0.0,952.0,952,2.0,0.0
128000,4,1324,1.0,240.0,0.0,672.0,757,0.0,0.0
134900,6,1176,2.0,624.0,4.0,698.0,786,0.0,0.0
117000,5,1348,1.0,216.0,0.0,884.0,884,0.0,0.0
132500,6,1412,1.0,280.0,0.0,780.0,825,0.0,0.0
93000,5,1142,1.0,320.0,0.0,468.0,822,0.0,0.0
119000,6,904,1.0,180.0,4.0,884.0,904,0.0,0.0
100000,5,1301,2.0,440.0,0.0,1145.0,1301,2.0,0.0
141500,5,1539,2.0,576.0,0.0,927.0,1067,0.0,0.0
133000,4,1573,1.0,240.0,0.0,884.0,989,4.0,0.0
60000,2,800,0.0,0.0,2.0,264.0,800,2.0,0.0
105000,5,875,1.0,180.0,0.0,715.0,875,0.0,0.0
115000,5,995,1.0,264.0,0.0,960.0,995,0.0,0.0
150000,5,1582,1.0,250.0,0.0,952.0,994,0.0,0.0
126500,5,1072,5.0,1184.0,0.0,1072.0,1072,0.0,0.0
214500,6,2134,2.0,441.0,0.0,844.0,1445,4.0,0.0
167500,7,2019,2.0,532.0,0.0,728.0,1136,4.0,4.0
155000,6,1768,2.0,576.0,0.0,1048.0,1048,0.0,0.0
155000,7,1826,1.0,164.0,4.0,910.0,916,5.0,0.0
179900,7,1944,1.0,216.0,0.0,672.0,1272,0.0,0.0
104000,6,2229,0.0,0.0,0.0,755.0,929,0.0,0.0
62500,5,2128,0.0,0.0,0.0,1040.0,1088,0.0,0.0
149000,6,1930,1.0,316.0,0.0,720.0,1146,0.0,0.0
103000,4,1208,2.0,539.0,0.0,780.0,848,0.0,0.0
123000,6,1427,1.0,379.0,0.0,483.0,741,4.0,0.0
97500,7,1864,0.0,0.0,0.0,1020.0,978,0.0,0.0
135000,6,1666,1.0,384.0,0.0,1204.0,1204,0.0,0.0
70000,4,892,0.0,0.0,0.0,858.0,892,4.0,4.0
116000,6,1403,1.0,308.0,0.0,698.0,754,0.0,0.0
88750,4,704,1.0,220.0,0.0,560.0,704,2.0,2.0
179000,5,1200,0.0,0.0,0.0,1200.0,1200,0.0,4.0
179000,5,1200,0.0,0.0,0.0,1200.0,1200,0.0,4.0
159900,5,1152,1.0,252.0,0.0,1152.0,1152,0.0,4.0
61000,1,904,0.0,0.0,2.0,683.0,904,2.0,2.0
103600,6,1369,1.0,300.0,0.0,672.0,697,0.0,0.0
63000,5,1112,1.0,226.0,0.0,585.0,687,0.0,0.0
175000,5,1464,2.0,480.0,0.0,520.0,1464,0.0,4.0
139000,5,1121,2.0,480.0,0.0,1121.0,1121,0.0,0.0
172500,6,1683,2.0,440.0,0.0,918.0,918,0.0,0.0
113500,5,1052,1.0,668.0,0.0,1052.0,1052,0.0,0.0
130000,5,899,1.0,288.0,0.0,864.0,899,4.0,0.0
149900,6,1034,2.0,504.0,0.0,456.0,1034,0.0,4.0
134900,5,858,2.0,576.0,0.0,858.0,858,0.0,4.0
137000,5,860,2.0,528.0,0.0,840.0,860,0.0,0.0
139000,5,1092,1.0,288.0,0.0,1092.0,1092,0.0,0.0
165000,5,1774,1.0,384.0,0.0,552.0,904,0.0,0.0
148000,6,1138,2.0,480.0,0.0,1138.0,1138,0.0,0.0
165000,5,2071,1.0,336.0,0.0,825.0,2071,0.0,0.0
63900,2,660,0.0,0.0,0.0,0.0,660,2.0,0.0
161500,4,1788,1.0,304.0,0.0,1104.0,1104,0.0,0.0
143000,5,1473,1.0,452.0,0.0,1437.0,1473,5.0,0.0
135000,4,1229,1.0,284.0,0.0,1134.0,1229,0.0,0.0
82500,4,861,2.0,539.0,0.0,861.0,861,0.0,0.0
190000,5,1867,1.0,303.0,4.0,1617.0,1867,0.0,0.0
139600,3,1733,2.0,452.0,0.0,0.0,1733,0.0,0.0
122000,4,1383,2.0,498.0,0.0,0.0,1383,0.0,0.0
127500,6,1689,2.0,480.0,0.0,1436.0,1689,0.0,0.0
121500,5,1073,1.0,340.0,0.0,1073.0,1073,0.0,0.0
60000,5,1276,1.0,350.0,0.0,1276.0,1276,0.0,0.0
154400,6,1639,1.0,240.0,0.0,747.0,892,4.0,0.0
113000,4,672,1.0,234.0,0.0,672.0,672,0.0,0.0
125000,5,1089,1.0,252.0,0.0,1089.0,1089,0.0,4.0
